series_success,fourth_down_converted,fourth_down_failed,first_down,yardline_100,ydstogo,yards_gained,score_differential,game_seconds_remaining,epa,wp,rush_attempt,pass_attempt,ep
0.0,0.0,1.0,0.0,11.0,11.0,0.0,-24.0,365.0,-2.589824,0.0017766088,0.0,1.0,2.7544658
0.0,0.0,1.0,0.0,29.0,6.0,5.0,21.0,30.0,-2.1393049,0.999495,1.0,0.0,1.959092
1.0,1.0,0.0,1.0,1.0,1.0,1.0,-4.0,1059.0,2.3585205,0.469826,0.0,1.0,4.6414795
1.0,1.0,0.0,1.0,36.0,2.0,4.0,7.0,152.0,2.0470028,0.9296324,1.0,0.0,0.44772336
0.0,0.0,1.0,0.0,23.0,1.0,1.0,-7.0,914.0,-10.16711,0.28380084,1.0,0.0,3.1671104
0.0,0.0,1.0,0.0,10.0,7.0,0.0,-17.0,133.0,-2.9840386,0.003323516,0.0,1.0,2.5935166
0.0,0.0,1.0,0.0,34.0,2.0,0.0,3.0,1867.0,-2.2671185,0.647386,0.0,1.0,1.3249198
0.0,0.0,1.0,0.0,51.0,24.0,16.0,-17.0,9.0,-0.088830896,0.0004270037,0.0,1.0,0.088830896
1.0,1.0,0.0,1.0,67.0,1.0,2.0,-6.0,2941.0,2.038171,0.23617768,1.0,0.0,-0.62815994
1.0,1.0,0.0,1.0,28.0,3.0,4.0,6.0,2655.0,2.570956,0.77105254,0.0,1.0,1.9592274
1.0,1.0,0.0,1.0,47.0,6.0,22.0,-13.0,1802.0,2.5564592,0.08526959,0.0,1.0,0.30695796
1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,31.0,3.4660115,0.98017246,1.0,0.0,3.5339885
1.0,1.0,0.0,1.0,47.0,1.0,1.0,4.0,2116.0,1.7845076,0.6887419,1.0,0.0,1.1493492
0.0,0.0,1.0,0.0,67.0,12.0,0.0,-10.0,82.0,-2.7630372,0.016512094,0.0,1.0,-0.38807973
1.0,1.0,0.0,1.0,43.0,1.0,8.0,3.0,1842.0,1.5845753,0.58100694,1.0,0.0,0.7580212
0.0,0.0,1.0,0.0,51.0,1.0,0.0,1.0,750.0,-3.1966233,0.6308335,1.0,0.0,0.4270622
1.0,1.0,0.0,1.0,54.0,1.0,6.0,-2.0,162.0,2.067093,0.36755985,0.0,1.0,0.2380629
1.0,1.0,0.0,1.0,49.0,11.0,49.0,-2.0,108.0,6.6994276,0.31270918,0.0,1.0,0.30057248
0.0,0.0,1.0,0.0,31.0,1.0,0.0,-12.0,1990.0,-3.2293,0.17440228,1.0,0.0,1.7267525
1.0,1.0,0.0,1.0,38.0,1.0,2.0,12.0,1474.0,2.4348536,0.86907077,1.0,0.0,0.8073559
1.0,1.0,0.0,1.0,23.0,3.0,5.0,-19.0,1073.0,2.3775773,0.04722689,0.0,1.0,2.6622884
0.0,0.0,1.0,0.0,24.0,6.0,0.0,-13.0,878.0,-2.882915,0.10341209,0.0,1.0,2.4986553
1.0,1.0,0.0,1.0,74.0,1.0,3.0,-13.0,724.0,2.163139,0.04817434,1.0,0.0,-0.4517652
0.0,0.0,1.0,0.0,24.0,7.0,3.0,26.0,27.0,-2.4790707,0.9998317,1.0,0.0,2.3631961
1.0,1.0,0.0,1.0,2.0,2.0,2.0,-7.0,2884.0,3.7485063,0.4109172,0.0,1.0,3.2514937
1.0,1.0,0.0,1.0,45.0,1.0,10.0,-10.0,2361.0,2.3242285,0.26050365,1.0,0.0,1.4005831
0.0,0.0,1.0,0.0,16.0,1.0,0.0,-13.0,957.0,-4.280805,0.11716081,1.0,0.0,3.7760754
0.0,0.0,1.0,0.0,25.0,1.0,0.0,-7.0,1647.0,-4.065653,0.27768415,0.0,1.0,2.5842104
1.0,1.0,0.0,1.0,55.0,2.0,7.0,-17.0,994.0,2.8931882,0.03699079,0.0,1.0,0.025343776
0.0,0.0,1.0,0.0,55.0,16.0,-7.0,-20.0,195.0,-2.667515,0.0006840895,0.0,1.0,-0.30409607
1.0,1.0,0.0,1.0,34.0,6.0,8.0,20.0,74.0,2.3607326,0.99960583,0.0,1.0,1.2221677
0.0,0.0,1.0,0.0,2.0,2.0,0.0,-4.0,2440.0,-3.1666167,0.42212614,0.0,1.0,3.1847389
0.0,0.0,1.0,0.0,66.0,1.0,0.0,0.0,228.0,-3.1029568,0.5044415,1.0,0.0,-0.27004716
0.0,0.0,1.0,0.0,97.0,32.0,0.0,-4.0,79.0,-4.399804,0.06327353,0.0,1.0,-1.4983624
1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,1435.0,2.627463,0.9505553,0.0,1.0,4.3725367
1.0,1.0,0.0,1.0,51.0,1.0,3.0,-24.0,867.0,2.0375881,0.0035213898,0.0,1.0,0.88887596
1.0,1.0,0.0,1.0,50.0,1.0,15.0,0.0,3389.0,3.8225975,0.50911844,1.0,0.0,0.9759356
1.0,1.0,0.0,1.0,43.0,5.0,18.0,-7.0,1867.0,2.8389025,0.27828434,0.0,1.0,0.5127082
1.0,1.0,0.0,1.0,43.0,3.0,6.0,0.0,443.0,2.9617085,0.43713424,0.0,1.0,0.23001756
0.0,0.0,1.0,0.0,68.0,3.0,2.0,-3.0,185.0,-2.595655,0.27926156,0.0,1.0,-0.65737695
0.0,0.0,1.0,0.0,49.0,3.0,-3.0,-6.0,71.0,-1.7934434,0.12153291,0.0,1.0,0.38382375
0.0,0.0,1.0,0.0,41.0,1.0,0.0,-11.0,1803.0,-0.55781126,0.17333922,0.0,1.0,0.55781126
0.0,0.0,1.0,0.0,71.0,10.0,0.0,-7.0,83.0,-3.0211172,0.053472154,0.0,1.0,-0.117155515
0.0,0.0,1.0,0.0,41.0,2.0,-5.0,-7.0,2571.0,-3.253681,0.28846115,1.0,0.0,0.7852869
1.0,1.0,0.0,1.0,70.0,1.0,2.0,-10.0,2231.0,2.2141595,0.20430045,1.0,0.0,-0.49796537
0.0,0.0,1.0,0.0,49.0,8.0,0.0,-10.0,1911.0,-2.3642862,0.18771005,0.0,1.0,0.105600104
1.0,1.0,0.0,1.0,24.0,2.0,24.0,17.0,1168.0,4.456585,0.9594621,0.0,1.0,2.543415
1.0,1.0,0.0,1.0,67.0,2.0,14.0,-11.0,1686.0,3.5159445,0.12646696,1.0,0.0,-1.1299608
1.0,1.0,0.0,1.0,27.0,1.0,3.0,17.0,845.0,1.9486228,0.9805689,1.0,0.0,2.5755324
1.0,1.0,0.0,1.0,28.0,1.0,1.0,20.0,410.0,1.5405638,0.99929047,1.0,0.0,2.4901483
1.0,1.0,0.0,1.0,43.0,2.0,15.0,-23.0,156.0,3.0094218,0.00019190538,0.0,1.0,0.42124027
0.0,0.0,1.0,0.0,23.0,22.0,0.0,-23.0,75.0,-2.263086,0.00020876522,0.0,1.0,2.263086
1.0,1.0,0.0,1.0,56.0,1.0,1.0,3.0,2451.0,1.9346256,0.69605166,1.0,0.0,0.6172225
0.0,0.0,1.0,0.0,75.0,10.0,7.0,-6.0,54.0,-1.929287,0.063954175,0.0,1.0,-0.07538195
0.0,0.0,1.0,0.0,35.0,3.0,0.0,-14.0,2227.0,-2.8824823,0.13098198,0.0,1.0,1.4798996
1.0,1.0,0.0,1.0,34.0,4.0,15.0,-7.0,989.0,3.6315625,0.1984093,0.0,1.0,0.94453734
1.0,1.0,0.0,1.0,51.0,1.0,2.0,0.0,3132.0,2.2204466,0.59347236,1.0,0.0,0.8160122
0.0,0.0,1.0,0.0,71.0,1.0,0.0,-7.0,2727.0,-3.54099,0.20258425,1.0,0.0,-0.4592525
1.0,1.0,0.0,1.0,21.0,2.0,12.0,3.0,1421.0,2.5359712,0.7403027,0.0,1.0,2.862355
1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,3212.0,3.8051634,0.5450739,0.0,1.0,3.1948366
0.0,0.0,1.0,0.0,3.0,3.0,0.0,-8.0,549.0,-2.9490387,0.18703511,0.0,1.0,2.866606
0.0,0.0,1.0,0.0,38.0,8.0,0.0,-8.0,50.0,-0.6639876,0.043555982,0.0,1.0,0.6639876
1.0,1.0,0.0,1.0,59.0,1.0,10.0,0.0,3431.0,2.7500076,0.5203474,1.0,0.0,0.35521376
1.0,1.0,0.0,1.0,37.0,5.0,13.0,4.0,426.0,3.6484442,0.7520418,0.0,1.0,0.791637
1.0,1.0,0.0,1.0,15.0,1.0,7.0,4.0,285.0,1.6595901,0.8452374,1.0,0.0,3.6343431
0.0,0.0,1.0,0.0,61.0,2.0,0.0,-7.0,130.0,-2.3659782,0.07228183,0.0,1.0,0.29312482
1.0,1.0,0.0,1.0,34.0,1.0,1.0,0.0,3250.0,1.789146,0.5543327,1.0,0.0,2.2008224
0.0,0.0,1.0,0.0,40.0,2.0,0.0,-3.0,1671.0,-2.9852982,0.39344597,0.0,1.0,0.4512909
0.0,0.0,1.0,0.0,27.0,10.0,0.0,-6.0,25.0,-2.0018244,0.13811943,0.0,1.0,2.0018244
1.0,1.0,0.0,1.0,36.0,1.0,2.0,28.0,1152.0,1.7511845,0.99888474,1.0,0.0,1.9496553
1.0,1.0,0.0,1.0,22.0,4.0,15.0,8.0,213.0,2.796121,0.95856965,0.0,1.0,2.446036
0.0,0.0,1.0,0.0,3.0,3.0,0.0,8.0,145.0,-3.2506447,0.9762937,0.0,1.0,2.6162705
1.0,1.0,0.0,1.0,18.0,1.0,3.0,3.0,2157.0,1.4571952,0.756056,1.0,0.0,3.5574753
1.0,1.0,0.0,1.0,4.0,1.0,4.0,3.0,1822.0,3.5662503,0.78481096,0.0,1.0,3.4337497
1.0,1.0,0.0,1.0,46.0,1.0,2.0,-7.0,2924.0,2.1678834,0.22167023,1.0,0.0,0.6889495
0.0,0.0,1.0,0.0,2.0,2.0,0.0,-13.0,726.0,-3.9462824,0.09156262,0.0,1.0,3.1219027
0.0,0.0,1.0,0.0,79.0,14.0,0.0,-16.0,331.0,-2.8895707,0.006784146,0.0,1.0,-1.5894041
1.0,1.0,0.0,1.0,20.0,2.0,20.0,0.0,3362.0,4.390462,0.5679241,0.0,1.0,2.6095383
1.0,1.0,0.0,1.0,27.0,8.0,11.0,-14.0,2474.0,2.8782837,0.16872776,0.0,1.0,1.957147
1.0,1.0,0.0,1.0,17.0,1.0,2.0,-17.0,1241.0,1.494745,0.08271904,1.0,0.0,3.652662
1.0,1.0,0.0,1.0,70.0,5.0,24.0,-19.0,355.0,3.8465397,0.0014752025,0.0,1.0,-0.9793291
1.0,1.0,0.0,1.0,8.0,4.0,8.0,-19.0,171.0,4.170215,0.0024964274,0.0,1.0,2.8297846
0.0,0.0,1.0,0.0,35.0,12.0,0.0,11.0,25.0,-1.0701631,0.9978556,1.0,0.0,0.7948092
0.0,0.0,1.0,0.0,34.0,2.0,0.0,0.0,3016.0,-3.4503474,0.53562504,0.0,1.0,1.2641572
1.0,1.0,0.0,1.0,44.0,8.0,12.0,-10.0,432.0,3.8583045,0.07256824,0.0,1.0,-0.082616
1.0,1.0,0.0,1.0,46.0,1.0,1.0,-7.0,2188.0,1.8939492,0.23046437,1.0,0.0,0.9593272
1.0,1.0,0.0,1.0,42.0,7.0,10.0,-7.0,2067.0,3.029964,0.21605445,0.0,1.0,0.3015298
0.0,0.0,1.0,0.0,8.0,2.0,-1.0,-7.0,1872.0,-3.1452715,0.29790503,1.0,0.0,2.9332407
0.0,0.0,1.0,0.0,27.0,2.0,0.0,-13.0,596.0,-9.1721115,0.047948297,0.0,1.0,2.172111
1.0,1.0,0.0,1.0,13.0,7.0,13.0,-19.0,319.0,4.23624,0.0033851613,0.0,1.0,2.7637603
0.0,0.0,1.0,0.0,48.0,8.0,6.0,-13.0,75.0,-0.26264867,0.0025401032,1.0,0.0,0.26264867
1.0,1.0,0.0,1.0,31.0,1.0,2.0,7.0,1996.0,1.5231451,0.7911441,1.0,0.0,2.2235177
0.0,0.0,1.0,0.0,40.0,6.0,0.0,-21.0,859.0,-2.276899,0.013084502,0.0,1.0,0.30149236
0.0,0.0,1.0,0.0,74.0,15.0,14.0,-24.0,338.0,-2.0985727,0.00032643203,0.0,1.0,-1.4458281
0.0,0.0,1.0,0.0,43.0,3.0,-8.0,-31.0,46.0,-1.9584775,6.344234e-05,0.0,1.0,0.7853324
1.0,1.0,0.0,1.0,36.0,2.0,6.0,-10.0,2794.0,2.7229428,0.21080595,0.0,1.0,1.3340783
1.0,1.0,0.0,1.0,35.0,1.0,2.0,3.0,2398.0,1.5659297,0.63208526,1.0,0.0,2.3029706
0.0,0.0,1.0,0.0,37.0,1.0,0.0,-16.0,1419.0,-3.8546221,0.06659968,0.0,1.0,1.4495188
1.0,1.0,0.0,1.0,4.0,4.0,4.0,0.0,3396.0,4.070822,0.51135683,0.0,1.0,2.9291785
0.0,0.0,1.0,0.0,60.0,5.0,0.0,-16.0,303.0,-2.1469805,0.008654419,0.0,1.0,-0.20370434
0.0,0.0,1.0,0.0,59.0,1.0,0.0,0.0,3300.0,-3.7301023,0.59458596,1.0,0.0,0.41409886
0.0,0.0,1.0,0.0,42.0,10.0,-3.0,-11.0,1835.0,-2.0706377,0.11551717,0.0,1.0,0.69782543
0.0,0.0,1.0,0.0,72.0,1.0,-9.0,2.0,248.0,-3.859627,0.7004286,0.0,1.0,-0.7018692
1.0,1.0,0.0,1.0,11.0,2.0,11.0,-4.0,4.0,4.3242555,0.36033532,0.0,1.0,2.6757445
1.0,1.0,0.0,1.0,33.0,1.0,1.0,1.0,1089.0,1.7443441,0.5621167,1.0,0.0,2.1830761
0.0,0.0,1.0,0.0,18.0,14.0,0.0,-4.0,120.0,-2.7112498,0.3692701,0.0,1.0,2.3941603
1.0,1.0,0.0,1.0,38.0,2.0,3.0,-11.0,400.0,2.533039,0.056825873,1.0,0.0,0.7356694
1.0,1.0,0.0,1.0,1.0,1.0,1.0,-2.0,2366.0,2.4167726,0.5794574,0.0,1.0,4.583227
1.0,1.0,0.0,1.0,34.0,1.0,2.0,9.0,984.0,1.9270508,0.86102754,1.0,0.0,1.8344042
0.0,0.0,1.0,0.0,37.0,10.0,0.0,-15.0,329.0,-2.3236113,0.022243595,0.0,1.0,0.78453726
1.0,1.0,0.0,1.0,56.0,3.0,7.0,-15.0,30.0,0.4697571,0.0006516035,0.0,1.0,0.20441774
1.0,1.0,0.0,1.0,73.0,6.0,73.0,0.0,3502.0,8.043193,0.4641242,1.0,0.0,-1.0431925
1.0,1.0,0.0,1.0,45.0,1.0,1.0,0.0,2956.0,2.1246269,0.4927241,1.0,0.0,0.74822897
1.0,1.0,0.0,1.0,4.0,1.0,3.0,7.0,379.0,2.5979266,0.9375017,1.0,0.0,3.753866
0.0,0.0,1.0,0.0,3.0,3.0,0.0,-7.0,22.0,-2.658773,0.12648304,0.0,1.0,2.658773
1.0,1.0,0.0,1.0,38.0,4.0,6.0,0.0,3428.0,3.6164334,0.43855134,0.0,1.0,0.32468656
1.0,1.0,0.0,1.0,31.0,1.0,5.0,-7.0,3047.0,2.205059,0.2391893,1.0,0.0,1.8269348
1.0,1.0,0.0,1.0,46.0,2.0,5.0,10.0,1802.0,-0.42196622,0.7914714,0.0,1.0,0.42196622
1.0,1.0,0.0,1.0,67.0,2.0,6.0,-12.0,736.0,2.637274,0.0704523,0.0,1.0,-0.5456062
0.0,0.0,1.0,0.0,42.0,10.0,-10.0,-12.0,599.0,-2.6726983,0.051582035,0.0,1.0,0.03066811
0.0,0.0,1.0,0.0,44.0,10.0,0.0,-15.0,302.0,-2.3967037,0.015339169,0.0,1.0,0.3321926
1.0,1.0,0.0,1.0,70.0,11.0,13.0,-15.0,610.0,3.306566,0.0220431,0.0,1.0,-1.1709266
1.0,1.0,0.0,1.0,55.0,1.0,2.0,-9.0,185.0,1.9768063,0.036815785,0.0,1.0,-0.025403164
1.0,1.0,0.0,1.0,38.0,6.0,30.0,-9.0,103.0,4.4074883,0.035602923,0.0,1.0,0.67095387
0.0,0.0,1.0,0.0,55.0,6.0,2.0,-2.0,60.0,-1.7609508,0.26758507,0.0,1.0,0.3167012
0.0,0.0,1.0,0.0,55.0,2.0,-3.0,-21.0,1654.0,-3.0841007,0.049968414,1.0,0.0,-0.4148928
0.0,0.0,1.0,0.0,34.0,2.0,0.0,21.0,1575.0,-1.8765984,0.97251713,0.0,1.0,1.5202937
1.0,1.0,0.0,1.0,30.0,1.0,4.0,-21.0,1457.0,2.140534,0.053694174,1.0,0.0,2.0692635
1.0,1.0,0.0,1.0,60.0,4.0,5.0,-3.0,108.0,1.7489462,0.20945096,0.0,1.0,0.3461929
1.0,1.0,0.0,1.0,2.0,2.0,2.0,-10.0,2164.0,3.8492758,0.31090805,0.0,1.0,3.1507242
0.0,0.0,1.0,0.0,27.0,13.0,0.0,-15.0,53.0,-1.3609893,0.0012418323,0.0,1.0,1.3609893
0.0,0.0,1.0,0.0,46.0,2.0,-17.0,-11.0,2741.0,-7.646875,0.2281181,0.0,1.0,0.6468747
1.0,1.0,0.0,1.0,1.0,1.0,1.0,-19.0,312.0,2.2948122,0.007156047,1.0,0.0,4.705188
1.0,1.0,0.0,1.0,50.0,1.0,9.0,-7.0,2333.0,2.475001,0.27388352,0.0,1.0,0.60049945
0.0,0.0,1.0,0.0,67.0,2.0,0.0,-14.0,1431.0,-3.0159543,0.076053865,0.0,1.0,-0.9714946
1.0,1.0,0.0,1.0,56.0,2.0,4.0,-21.0,1154.0,2.762545,0.022087999,1.0,0.0,0.0037667658
1.0,1.0,0.0,1.0,34.0,4.0,19.0,-21.0,900.0,4.396154,0.017687377,0.0,1.0,1.0660489
0.0,0.0,1.0,0.0,4.0,4.0,0.0,-21.0,797.0,-2.6824532,0.015445872,0.0,1.0,2.9225416
1.0,1.0,0.0,1.0,41.0,2.0,21.0,21.0,243.0,2.7916145,0.9992011,0.0,1.0,0.595959
1.0,1.0,0.0,1.0,59.0,10.0,12.0,-17.0,535.0,3.228066,0.015387613,0.0,1.0,-0.5395175
0.0,0.0,1.0,0.0,73.0,8.0,3.0,-20.0,116.0,-2.4378679,0.0003161209,0.0,1.0,-0.5298613
1.0,1.0,0.0,1.0,1.0,1.0,1.0,-7.0,2002.0,2.253544,0.37191176,1.0,0.0,4.7464557
0.0,0.0,1.0,0.0,14.0,2.0,0.0,-14.0,1184.0,-3.2224035,0.14249952,0.0,1.0,3.0516405
0.0,0.0,1.0,0.0,37.0,1.0,0.0,-10.0,324.0,-3.854013,0.069205694,1.0,0.0,2.0482194
1.0,1.0,0.0,1.0,86.0,9.0,47.0,-10.0,120.0,3.2857969,0.007314225,0.0,1.0,-0.42609012
1.0,1.0,0.0,1.0,66.0,1.0,4.0,-35.0,1857.0,0.976132,0.0020501444,1.0,0.0,0.06920925
1.0,1.0,0.0,1.0,26.0,1.0,3.0,0.0,3328.0,1.9283826,0.56032795,1.0,0.0,2.45502
1.0,1.0,0.0,1.0,35.0,7.0,14.0,-3.0,2504.0,3.1540034,0.4332197,0.0,1.0,1.4242196
0.0,0.0,1.0,0.0,49.0,6.0,0.0,-10.0,619.0,-2.445153,0.09689805,0.0,1.0,0.21757808
0.0,0.0,1.0,0.0,66.0,10.0,8.0,-14.0,167.0,-1.6172533,0.0051565375,0.0,1.0,0.20290013
0.0,0.0,1.0,0.0,62.0,9.0,0.0,-20.0,1385.0,-2.8510377,0.033801496,0.0,1.0,-1.0587596
0.0,0.0,1.0,0.0,51.0,9.0,-8.0,-23.0,929.0,-3.0275126,0.002450517,0.0,1.0,-0.5045553
1.0,1.0,0.0,1.0,39.0,4.0,5.0,0.0,3193.0,3.887836,0.49713975,1.0,0.0,0.2874492
1.0,1.0,0.0,1.0,51.0,1.0,3.0,16.0,2212.0,2.212853,0.90460944,1.0,0.0,0.7062771
1.0,1.0,0.0,1.0,43.0,1.0,9.0,-8.0,42.0,1.4914163,0.05288729,0.0,1.0,1.0064268
0.0,0.0,1.0,0.0,50.0,3.0,0.0,-14.0,382.0,-3.0216453,0.03157162,0.0,1.0,0.30571216
0.0,0.0,1.0,0.0,47.0,6.0,0.0,-20.0,259.0,-2.6826663,0.0012022508,0.0,1.0,0.26972845
1.0,1.0,0.0,1.0,17.0,5.0,17.0,-14.0,569.0,4.339574,0.05480718,0.0,1.0,2.6604261
0.0,0.0,1.0,0.0,3.0,3.0,0.0,-10.0,1922.0,-3.0776863,0.24912122,0.0,1.0,2.9602249
1.0,1.0,0.0,1.0,28.0,1.0,6.0,10.0,1831.0,1.2622063,0.8472436,0.0,1.0,2.4610877
0.0,0.0,1.0,0.0,30.0,6.0,0.0,-21.0,703.0,-3.3354096,0.010705407,0.0,1.0,1.5823252
1.0,1.0,0.0,1.0,9.0,2.0,3.0,-18.0,8.0,-2.7015927,0.0018779123,1.0,0.0,2.7015927
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3452.0,-4.4175005,0.59003484,0.0,1.0,4.2648616
0.0,0.0,1.0,0.0,8.0,1.0,0.0,-18.0,642.0,-3.8826344,0.017464064,1.0,0.0,3.677709
0.0,0.0,1.0,0.0,1.0,1.0,0.0,-18.0,312.0,-4.3079133,0.0057912865,0.0,1.0,4.5717874
0.0,0.0,1.0,0.0,24.0,9.0,0.0,0.0,3212.0,-3.4815192,0.46830234,0.0,1.0,2.3612509
0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,2825.0,-3.2307568,0.41576707,0.0,1.0,0.061612133
1.0,1.0,0.0,1.0,39.0,2.0,9.0,-16.0,1030.0,3.2090151,0.049786635,0.0,1.0,0.8120442
0.0,0.0,1.0,0.0,10.0,5.0,0.0,-16.0,900.0,-3.073324,0.060487278,0.0,1.0,2.858078
0.0,0.0,1.0,0.0,46.0,10.0,-8.0,-10.0,375.0,-2.922035,0.056762908,0.0,1.0,0.18029566
1.0,1.0,0.0,1.0,14.0,2.0,14.0,10.0,132.0,4.6787786,0.9950717,0.0,1.0,2.3212214
0.0,0.0,1.0,0.0,89.0,24.0,0.0,-5.0,9.0,-2.323225,0.027944464,0.0,1.0,-0.07208231
1.0,1.0,0.0,1.0,66.0,1.0,31.0,-12.0,1728.0,4.98479,0.1517648,1.0,0.0,-0.011307729
0.0,0.0,1.0,0.0,71.0,1.0,0.0,-9.0,1170.0,-3.8022773,0.17990966,1.0,0.0,0.016966728
0.0,0.0,1.0,0.0,9.0,5.0,0.0,-15.0,81.0,-2.679208,0.004032206,0.0,1.0,2.679208
1.0,1.0,0.0,1.0,20.0,1.0,3.0,0.0,3375.0,1.5924127,0.6012584,1.0,0.0,3.4752672
0.0,0.0,1.0,0.0,3.0,3.0,-4.0,0.0,3164.0,-2.7321434,0.6278681,0.0,1.0,3.0584712
0.0,0.0,1.0,0.0,71.0,6.0,0.0,-11.0,721.0,-2.928308,0.0732825,0.0,1.0,-0.9754209
1.0,1.0,0.0,1.0,14.0,6.0,11.0,-14.0,321.0,3.1324105,0.04716845,0.0,1.0,2.7383642
0.0,0.0,1.0,0.0,38.0,1.0,0.0,-7.0,1829.0,-1.6260214,0.33020362,1.0,0.0,1.1011596
1.0,1.0,0.0,1.0,75.0,10.0,15.0,-14.0,85.0,1.1997095,0.0010272327,0.0,1.0,0.037856486
1.0,1.0,0.0,1.0,50.0,10.0,11.0,-14.0,31.0,1.6016479,0.0007752008,0.0,1.0,0.30368
0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,3513.0,-2.7109728,0.6065348,0.0,1.0,2.9635322
1.0,1.0,0.0,1.0,33.0,1.0,2.0,-3.0,2178.0,1.6727195,0.45386314,1.0,0.0,2.2637901
0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1803.0,-3.7440624,0.7556971,0.0,1.0,3.7440624
0.0,0.0,1.0,0.0,28.0,2.0,0.0,1.0,1368.0,-3.7914977,0.62765354,0.0,1.0,2.3132193
0.0,0.0,1.0,0.0,2.0,1.0,0.0,-1.0,1010.0,-4.130583,0.5455063,0.0,1.0,4.3308806
1.0,1.0,0.0,1.0,11.0,1.0,7.0,1.0,744.0,2.1416233,0.72042465,1.0,0.0,3.9024608
1.0,1.0,0.0,1.0,66.0,1.0,2.0,10.0,1459.0,2.1805668,0.8205276,1.0,0.0,-0.57000965
1.0,1.0,0.0,1.0,6.0,5.0,6.0,-6.0,234.0,4.1498084,0.33134168,0.0,1.0,2.8501914
1.0,1.0,0.0,1.0,25.0,1.0,12.0,-10.0,1939.0,2.3455427,0.2818197,0.0,1.0,2.3940759
0.0,0.0,1.0,0.0,54.0,3.0,0.0,7.0,1805.0,-0.123919815,0.725137,0.0,1.0,0.123919815
0.0,0.0,1.0,0.0,21.0,1.0,-2.0,-14.0,962.0,-3.9222894,0.11331647,0.0,1.0,3.2686434
0.0,0.0,1.0,0.0,9.0,9.0,0.0,-14.0,515.0,-2.7591329,0.047767464,0.0,1.0,2.827011
0.0,0.0,1.0,0.0,14.0,4.0,0.0,-14.0,259.0,-2.9462903,0.0426045,0.0,1.0,2.7145185
1.0,1.0,0.0,1.0,49.0,5.0,13.0,-14.0,23.0,1.1544704,0.00086010824,0.0,1.0,0.24141228
1.0,1.0,0.0,1.0,56.0,1.0,1.0,14.0,2473.0,2.2317538,0.878828,1.0,0.0,0.33427957
0.0,0.0,1.0,0.0,53.0,1.0,0.0,-20.0,1397.0,-3.4412982,0.040055327,0.0,1.0,0.21219988
1.0,1.0,0.0,1.0,38.0,1.0,2.0,20.0,1293.0,2.1717079,0.97924656,1.0,0.0,1.7256554
1.0,1.0,0.0,1.0,32.0,1.0,10.0,-13.0,674.0,2.2849398,0.061756663,0.0,1.0,2.2971601
1.0,1.0,0.0,1.0,57.0,1.0,1.0,10.0,338.0,1.8647842,0.9475135,1.0,0.0,0.29317823
0.0,0.0,1.0,0.0,50.0,10.0,0.0,-10.0,75.0,-1.9286649,0.009367397,0.0,1.0,0.38875097
0.0,0.0,1.0,0.0,36.0,1.0,0.0,-6.0,1259.0,-3.7493455,0.3201235,0.0,1.0,2.1284463
1.0,1.0,0.0,1.0,39.0,1.0,6.0,-10.0,2186.0,2.245989,0.21462424,1.0,0.0,1.2591425
1.0,1.0,0.0,1.0,24.0,1.0,2.0,0.0,972.0,1.4307271,0.60779965,1.0,0.0,3.2551892
0.0,0.0,1.0,0.0,52.0,1.0,0.0,7.0,627.0,-3.5058634,0.8566675,1.0,0.0,0.8854138
0.0,0.0,1.0,0.0,63.0,10.0,9.0,-7.0,76.0,-1.5623413,0.047537874,0.0,1.0,0.19876511
0.0,0.0,1.0,0.0,32.0,2.0,0.0,3.0,1920.0,-3.3556695,0.64067304,0.0,1.0,1.9122244
0.0,0.0,1.0,0.0,50.0,6.0,0.0,-7.0,207.0,-3.05586,0.101026915,0.0,1.0,-0.2829572
1.0,1.0,0.0,1.0,33.0,1.0,1.0,-6.0,132.0,1.332841,0.1804315,1.0,0.0,1.6187396
0.0,0.0,1.0,0.0,16.0,7.0,6.0,-6.0,46.0,-2.2513561,0.2560097,0.0,1.0,2.2513561
0.0,0.0,0.0,0.0,38.0,1.0,7.0,-10.0,2615.0,-0.92580473,0.2679287,1.0,0.0,1.4326152
0.0,0.0,1.0,0.0,39.0,9.0,-10.0,-10.0,163.0,-2.496516,0.030688688,0.0,1.0,0.37984338
0.0,0.0,1.0,0.0,24.0,8.0,4.0,10.0,24.0,-1.9819924,0.99799144,1.0,0.0,1.9392827
1.0,1.0,0.0,1.0,1.0,1.0,1.0,-4.0,2730.0,2.2315724,0.50444347,1.0,0.0,4.768428
1.0,1.0,0.0,1.0,38.0,5.0,13.0,17.0,1181.0,3.8328664,0.9599031,0.0,1.0,0.6740734
0.0,0.0,1.0,0.0,66.0,1.0,0.0,-20.0,487.0,-3.3311372,0.0048333807,1.0,0.0,-0.074723616
1.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,3103.0,3.93527,0.58818465,0.0,1.0,3.06473
